,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Regionname,Propertycount,Pridicted_Price
503,Burwood,2/383 Warrigal Rd,2,u,S,Marshall,22/08/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,947540.25
504,Burwood,19 Ardenne Cl,3,h,VB,Fletchers,24/09/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,1210271.5
505,Burwood,26 Inverness Av,3,h,S,Buxton,24/09/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,1340482.6
506,Burwood,3/37 Sixth Av,2,u,S,Buxton,24/09/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,947540.25
507,Burwood,2/35 Haig St,3,t,S,Buxton,25/02/2017,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,1066089.4
508,Burwood,1/7 Station St,4,t,S,Ray,27/06/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,1119341.1
509,Burwood,37 Fulton Cr,3,h,S,Noel,27/11/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,1340482.6
510,Burwood,445 Warrigal Rd,10,h,S,Kay,27/11/2016,11.7,3125.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5678.0,1307274.1
511,Camberwell,19 Ellsworth Cr,3,t,VB,Jellis,4/03/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1353489.8
512,Camberwell,64 Fordham Av,5,h,S,Jellis,4/03/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2157385.5
513,Camberwell,81 Rowell Av,3,h,PI,Marshall,4/03/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1810366.9
514,Camberwell,5 Gowar Av,4,h,PI,Jellis,4/06/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1918193.1
515,Camberwell,19 Lansell Cr,3,h,S,Marshall,4/06/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
516,Camberwell,29 Fairfield Av,4,h,S,Marshall,10/09/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2182951.5
517,Camberwell,3/40 Glen Iris Rd,4,h,PI,Marshall,10/09/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1918193.1
518,Camberwell,1/688 Inkerman Rd,2,u,S,Jellis,10/09/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1113194.4
519,Camberwell,14 Marlborough Av,5,h,S,Marshall,10/09/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2157385.5
520,Camberwell,11 Sunnyside Av,3,h,S,Jellis,10/12/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
521,Camberwell,3/22 Allambee Av,2,u,S,hockingstuart,11/02/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1113194.4
522,Camberwell,1/32 Allambee Av,2,u,S,Garvey,12/11/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1113194.4
523,Camberwell,12a Aisbett Av,3,t,S,Marshall,13/08/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1459564.1
524,Camberwell,19 Currajong Av,5,h,S,Noel,13/08/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2157385.5
525,Camberwell,27 Lansell Cr,5,h,VB,Fletchers,14/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1920273.2
526,Camberwell,3/5 Acheron Av,2,u,S,Noel,15/10/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1113194.4
527,Camberwell,45 Doonkuna Av,3,h,S,Hamilton,15/10/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
528,Camberwell,110 Rowell Av,3,h,PI,Noel,16/04/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1810366.9
529,Camberwell,16 Arlington St,4,h,S,RT,18/03/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2182951.5
530,Camberwell,31 Halley Av,4,h,PI,Jellis,18/06/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1918193.1
531,Camberwell,1/1 Royal Cr,3,h,S,Marshall,18/06/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
532,Camberwell,37 Doonkuna Av,4,h,SP,Marshall,19/11/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1963612.5
533,Camberwell,7 Allambee Av,3,h,S,Marshall,22/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
534,Camberwell,26 Sunnyside Av,4,h,S,Marshall,22/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2182951.5
535,Camberwell,2a Thomas St,4,h,VB,HAR,22/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1945856.9
536,Camberwell,1/208 Wattle Valley Rd,3,u,S,Jellis,22/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1263344.1
537,Camberwell,35 Allambee Av,3,h,S,Kay,22/08/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
538,Camberwell,17 Fairfield Av,6,h,PI,RT,22/08/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1836592.4
539,Camberwell,2/32 Bringa Av,2,h,S,Jellis,23/04/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1890625.6
540,Camberwell,30a Allambee Av,3,h,S,Jellis,25/02/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2056835.9
541,Camberwell,44 Currajong Av,4,h,VB,Marshall,25/02/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1945856.9
542,Camberwell,24 Glencairn Av,5,h,S,Jellis,25/02/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2157385.5
543,Camberwell,18 Halley Av,5,h,S,Marshall,25/02/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2157385.5
544,Camberwell,55 Rowell Av,5,h,S,Marshall,25/02/2017,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2157385.5
545,Camberwell,16A Waterloo St,3,h,S,Kay,25/02/2017,7.8,3124.0,3.0,3.0,2.0,417.0,220.0,Southern Metropolitan,8920.0,2148631.2
546,Camberwell,17 Bringa Av,4,h,S,Jellis,28/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,2182951.5
547,Camberwell,36 Pine Av,4,h,PI,Marshall,28/05/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1918193.1
548,Camberwell,4/119 Wattle Valley Rd,4,h,PI,Marshall,28/08/2016,7.8,3124.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,8920.0,1918193.1
549,Canterbury,1/17 Chatham Rd,4,t,PI,Noel,4/03/2017,9.0,3126.0,4.0,2.0,4.0,318.0,232.0,Southern Metropolitan,3265.0,1777388.2
550,Canterbury,4/31 Monomeath Av,3,u,S,Jellis,4/03/2017,9.0,3126.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3265.0,1393233.1
551,Canterbury,9 Victoria Av,3,h,S,Kay,6/08/2016,9.0,3126.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3265.0,2050563.6
552,Canterbury,12 Grange Av,5,h,PI,RT,22/05/2016,9.0,3126.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3265.0,1907710.4
553,Canterbury,14 Monomeath Av,5,h,S,Jellis,28/05/2016,9.0,3126.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3265.0,2154278.5
554,Canterbury,20 Wentworth Av,5,h,VB,Jellis,28/05/2016,9.0,3126.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3265.0,1950267.1
555,Carlton North,86 Wilson St,3,h,S,Woodards,7/05/2016,3.2,3054.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3106.0,2053515.0
556,Carlton North,20/22 Grattan St,4,u,S,Jellis,25/02/2017,3.2,3054.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3106.0,1706976.2
557,Carlton North,80 Wilson St,2,h,S,Nelson,25/02/2017,3.2,3054.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3106.0,1919477.8
558,Carnegie,5 Graceburn Av,4,h,S,Gary,4/03/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1469950.5
559,Carnegie,3/67 Shepparson Av,2,u,SP,Ray,8/10/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,962155.2
560,Carnegie,4 Coling Av,4,h,SP,Buxton,10/09/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1374143.2
561,Carnegie,33 Moira Av,3,h,S,hockingstuart,10/09/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1420780.9
562,Carnegie,20 Rigby Av,4,h,S,Gary,10/09/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1469950.5
563,Carnegie,207/21 Belsize Av,2,u,SP,Woodards,11/02/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,962155.2
564,Carnegie,3/16 Newman Av,2,u,S,Ray,11/02/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1020345.2
565,Carnegie,7/179 Neerim Rd,2,u,S,Buxton,12/11/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1020345.2
566,Carnegie,1/10 Newman Av,3,u,SP,Woodards,12/11/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1087029.5
567,Carnegie,2/25 El Nido Gr,2,t,SA,Ray,13/08/2016,11.4,3163.0,2.0,1.0,1.0,144.0,96.0,Southern Metropolitan,7822.0,669211.94
568,Carnegie,1/6 Rigby Av,2,u,VB,Gary,17/09/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,912922.5
569,Carnegie,1/8 Beena Av,2,u,S,Woodards,18/03/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1020345.2
570,Carnegie,64 Coorigil Rd,4,h,PI,Jellis,18/03/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1291146.5
571,Carnegie,1/6 Parton Ct,2,u,S,hockingstuart,18/03/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1020345.2
572,Carnegie,3/9 Madden Av,2,u,S,Gary,18/06/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1020345.2
573,Carnegie,1/26 Mernda Av,4,t,S,Gary,25/02/2017,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1254916.8
574,Carnegie,27b Toolambool Rd,4,t,S,hockingstuart,26/07/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1254916.8
575,Carnegie,404/3 Morton Av,2,u,VB,hockingstuart,27/06/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,912922.5
576,Carnegie,5/33 Madden Av,2,u,S,Bustin,27/11/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1020345.2
577,Carnegie,22 Seymour Av,3,t,S,Gary,28/05/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1183810.2
578,Carnegie,53 Belsize Av,3,h,S,Ray,28/08/2016,11.4,3163.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,7822.0,1420780.9
579,Carnegie,10/8 Anzac St,1,u,S,hockingstuart,30/07/2016,11.4,3163.0,1.0,1.0,1.0,0.0,130.0,Southern Metropolitan,7822.0,497570.38
580,Caulfield,40 Snowdon Av,4,h,S,Gary,16/04/2016,8.9,3162.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,2379.0,1737365.5
581,Caulfield North,2/688 Inkerman Rd,1,u,VB,Jellis,10/09/2016,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,931125.4
582,Caulfield North,11/58 Kambrook Rd,2,u,SP,Gary,19/11/2016,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,1014399.3
583,Caulfield North,409/58 Kambrook Rd,2,u,VB,hockingstuart,19/11/2016,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,988510.0
584,Caulfield North,31 Fitzgibbon Cr,3,t,S,Gary,22/05/2016,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,1438798.4
585,Caulfield North,4/40 Northcote Av,2,u,S,Gary,25/02/2017,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,1099398.5
586,Caulfield North,8/688 Inkerman Rd,2,u,PI,Jellis,28/05/2016,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,949777.4
587,Caulfield North,105/241 Balaclava Rd,1,u,VB,Gary,28/08/2016,8.1,3161.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,6923.0,931125.4
588,Caulfield South,14 Latrobe St,4,h,S,Gary,3/09/2016,9.3,3162.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5051.0,1693849.0
589,Caulfield South,6/305 Hawthorn Rd,2,u,S,hockingstuart,7/05/2016,9.3,3162.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5051.0,1016179.25
590,Caulfield South,1/13 Ludbrook Av,2,h,S,Gary,7/11/2016,9.3,3162.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5051.0,1519478.6
591,Caulfield South,5/466 Kooyong Rd,2,u,S,Gary,26/07/2016,9.3,3162.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5051.0,1016179.25
592,Caulfield South,15b Raynes St,4,t,S,Gary,30/07/2016,9.3,3162.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,5051.0,1434557.4
593,Chadstone,2/20 Hillcrest Av,2,u,S,Buxton,3/09/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,919312.0
594,Chadstone,35A Hillcrest Av,3,h,VB,Barry,4/03/2017,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1150677.9
595,Chadstone,1/186 Power Av,2,h,S,McGrath,4/03/2017,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1227095.9
596,Chadstone,30 Melinga Cr,3,h,S,Buxton,6/08/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1272272.2
597,Chadstone,1/1 Margot St,3,u,S,Ray,8/10/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,994315.75
598,Chadstone,2/9 Batesford Rd,4,t,S,Buxton,10/12/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1227382.1
599,Chadstone,2 Melinga Cr,3,h,S,Ray,10/12/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1272272.2
600,Chadstone,2/14 Cole Cr,3,t,S,Ray,11/02/2017,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1138327.6
601,Chadstone,7 Churchill Av,3,h,SA,Stockdale,16/07/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1205701.2
602,Chadstone,2/35 Binalong Av,3,t,S,McGrath,19/11/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1138327.6
603,Chadstone,22 Jacana St,3,h,S,Ray,19/11/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1272272.2
604,Chadstone,1A Mudgee Ct,3,t,S,Ray,19/11/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1138327.6
605,Chadstone,1/22 Stapley Cr,4,t,S,Buxton,19/11/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1227382.1
606,Chadstone,2/8 Moona Ct,4,t,SP,Nelson,22/05/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1176528.5
607,Chadstone,1/19 Binalong Av,2,u,S,Buxton,23/04/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,919312.0
608,Chadstone,40 Mawarra Cr,5,h,S,McGrath,23/04/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1341283.5
609,Chadstone,1/28 Cole Cr,3,t,S,Buxton,27/06/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1138327.6
610,Chadstone,3/3 Mudgee Ct,3,t,S,Buxton,27/06/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1138327.6
611,Chadstone,33 Jindabyne Av,3,h,S,Barry,27/11/2016,13.6,3148.0,3.0,2.0,2.0,556.0,130.0,Southern Metropolitan,3582.0,1272272.2
612,Clifton Hill,7/29 Dwyer St,1,u,PI,Woodards,3/12/2016,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,776328.5
613,Clifton Hill,11 Clifton Av,4,h,S,Collins,15/10/2016,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,2011624.0
614,Clifton Hill,3/82 Roseneath St,3,h,S,Nelson,18/03/2017,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,1705048.8
615,Clifton Hill,3/268 Alexandra Pde E,1,u,S,hockingstuart,27/06/2016,3.4,3068.0,1.0,1.0,1.0,0.0,130.0,Northern Metropolitan,2954.0,575167.25
616,Clifton Hill,19/184 Noone St,3,t,PI,Jellis,27/11/2016,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,1054936.4
617,Clifton Hill,7/82 Roseneath St,3,t,SP,Jellis,27/11/2016,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,1163783.8
618,Clifton Hill,21/184 Noone St,3,t,PI,Raine,28/05/2016,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,1054936.4
619,Clifton Hill,4a Anderson St,2,h,S,Nelson,28/08/2016,3.4,3068.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,2954.0,1572648.4
620,Coburg,3/25 Belgrave St,2,t,S,Nelson,3/12/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,726926.7
621,Coburg,301/6 Sydney Rd,2,t,VB,Nelson,3/12/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,653222.44
622,Coburg,21 Craigrossie Av,3,h,S,McDonald,4/03/2017,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,1237481.1
623,Coburg,20A Queen St,2,t,S,Raine,7/05/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,726926.7
624,Coburg,10 Stockade Av,3,t,S,JMRE,11/02/2017,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,816822.1
625,Coburg,12 Lascelles St,3,h,S,Nelson,16/04/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,1237481.1
626,Coburg,57 Connolly Av,3,u,S,Harcourts,18/03/2017,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,748995.3
627,Coburg,18 Craigrossie Av,5,h,S,Nelson,19/11/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,1406145.8
628,Coburg,9 Parklane Mw,3,t,SP,Nelson,22/08/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,802478.44
629,Coburg,27a Bruce St,3,h,PI,Raine,23/04/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,1088323.6
630,Coburg,74 Linda St,3,t,PI,Peter,24/09/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,725369.8
631,Coburg,3/30 Shaftsbury St,2,u,S,RT,24/09/2016,7.8,3058.0,2.0,1.0,1.0,0.0,72.0,Northern Metropolitan,11204.0,444303.2
632,Coburg,2/56 The Avenue,2,t,PI,Peter,25/02/2017,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,628884.0
633,Coburg,27a Bruce St,3,h,S,Raine,27/06/2016,7.8,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,11204.0,1237481.1
634,Coburg North,17 Lorensen Av,3,h,S,Nelson,3/09/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,914753.94
635,Coburg North,22 Ballard Av,3,h,SP,Melbourne,3/12/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,851452.3
636,Coburg North,25 Spectrum Wy,4,h,S,Nelson,4/03/2017,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,968888.0
637,Coburg North,25 Ida St,2,t,VB,Peter,6/08/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,600606.3
638,Coburg North,31 Ballard Av,2,h,S,Nelson,7/11/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,927973.6
639,Coburg North,17 Mehegan Av,3,h,S,Raine,8/10/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,914753.94
640,Coburg North,21 Tonkin Av,2,h,S,Brad,8/10/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,927973.6
641,Coburg North,11 Spectrum Wy,4,h,S,hockingstuart,10/09/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,968888.0
642,Coburg North,17 Glyndon Av,3,h,S,Walshe,13/08/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,914753.94
643,Coburg North,24 Irene St,2,h,S,Ray,14/05/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,927973.6
644,Coburg North,1/97 Shorts Rd,2,t,S,RW,14/05/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,667371.75
645,Coburg North,4/97 Shorts Rd,2,t,SP,hockingstuart,15/10/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,648653.0
646,Coburg North,31 Camera Wk,2,t,PI,Stockdale,16/04/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,579224.2
647,Coburg North,27 Peterson Av,3,h,S,Raine,16/07/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,914753.94
648,Coburg North,10/3 Newlands Rd,2,u,S,Brad,18/03/2017,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,690613.4
649,Coburg North,13 Glyndon Av,2,h,S,Jellis,19/11/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,927973.6
650,Coburg North,6 Portrait Wy,3,h,S,Nelson,22/08/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,914753.94
651,Coburg North,24 Tonkin Av,3,h,SP,Brad,28/05/2016,9.2,3058.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,3445.0,851452.3
652,Collingwood,2/28 Napoleon St,2,t,SP,Jellis,8/10/2016,1.6,3066.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4553.0,969812.44
653,Collingwood,204/2 Johnston St,2,u,PI,hockingstuart,13/08/2016,1.6,3066.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4553.0,853775.5
654,Collingwood,18/15 Oxford St,2,u,S,Jellis,19/11/2016,1.6,3066.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4553.0,1057778.5
655,Collingwood,104/35 Victoria Pde,1,u,S,Biggin,22/05/2016,1.6,3066.0,3.0,2.0,2.0,556.0,130.0,Northern Metropolitan,4553.0,986884.5
656,Doncaster,9 Lauer St,4,h,S,Barry,3/09/2016,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1338656.6
657,Doncaster,1/3 Katrina St,4,t,PI,Ray,4/02/2016,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1128320.8
658,Doncaster,22 Glenfern Av,3,h,PI,Barry,4/03/2017,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1042962.1
659,Doncaster,1/4 Gregory Ct,4,t,SP,Jellis,4/03/2017,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1188478.2
660,Doncaster,18 Buckingham Cr,4,h,PI,Ray,4/06/2016,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1195375.4
661,Doncaster,28 Larkspur Av,3,h,PI,Barry,4/06/2016,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1042962.1
662,Doncaster,1a Morris St,4,h,S,Jellis,6/08/2016,13.9,3108.0,4.0,2.0,2.0,336.0,176.0,Eastern Metropolitan,9028.0,1191224.0
663,Doncaster,37 Tullamore Av,5,h,PI,Barry,7/05/2016,13.9,3108.0,3.0,2.0,2.0,556.0,130.0,Eastern Metropolitan,9028.0,1208826.5
