,Unnamed: 0,Suburb,Address,Rooms,Type,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1631,7320,Spotswood,1/8 Morwick St,4,t,SP,Sweeney,4/03/2017,7.7,3015.0,,,,,,,,,,Western Metropolitan,1223.0
1632,7321,Spotswood,10 Raleigh St,3,h,S,RT,6/08/2016,7.7,3015.0,3.0,1.0,1.0,326.0,112.0,1991.0,Hobsons Bay,-37.830999999999996,144.8884,Western Metropolitan,1223.0
1633,7327,Spotswood,15a Andrews St,3,t,PI,Village,12/11/2016,7.7,3015.0,,,,,,,,,,Western Metropolitan,1223.0
1634,7332,Spotswood,1/606 Melbourne Rd,2,u,SP,Jas,18/03/2017,7.7,3015.0,,,,,,,,,,Western Metropolitan,1223.0
1635,7333,Spotswood,13B Vernier St,2,h,S,Sweeney,18/03/2017,7.7,3015.0,,,,,,,,,,Western Metropolitan,1223.0
1636,7343,St Kilda,66 Blessington St,4,h,VB,hockingstuart,3/09/2016,6.1,3182.0,,,,,,,,-37.869,144.9838,Southern Metropolitan,13240.0
1637,7345,St Kilda,16/14 Mitford St,2,u,S,Gary,3/09/2016,6.1,3182.0,,,,,,,,-37.8715,144.9816,Southern Metropolitan,13240.0
1638,7346,St Kilda,5/61 Blessington St,2,u,S,hockingstuart,3/12/2016,6.1,3182.0,,,,,,,,-37.869,144.9849,Southern Metropolitan,13240.0
1639,7348,St Kilda,1/23 Dalgety St,2,u,PI,hockingstuart,3/12/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1640,7349,St Kilda,4/39 Dalgety St,2,h,S,Abercromby's,3/12/2016,6.1,3182.0,,,,,,,,-37.8597,144.9809,Southern Metropolitan,13240.0
1641,7351,St Kilda,5 Lambeth Pl,3,h,PI,Marshall,3/12/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1642,7353,St Kilda,20 Marlton Cr,3,h,S,Marshall,3/12/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1643,7354,St Kilda,5/28 Mitford St,2,u,SP,McGrath,3/12/2016,6.1,3182.0,,,,,,,,-37.8725,144.9823,Southern Metropolitan,13240.0
1644,7356,St Kilda,10/1 The Esplanade,2,u,SP,Biggin,3/12/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1645,7357,St Kilda,3/109 Wellington St,1,u,SP,Buxton,3/12/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1646,7361,St Kilda,10/45 Chapel St,2,u,S,McGrath,4/03/2017,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1647,7364,St Kilda,3/23 Foster St,2,h,S,hockingstuart,4/03/2017,6.1,3182.0,,,,,,,,-37.8688,144.9826,Southern Metropolitan,13240.0
1648,7375,St Kilda,3/239 Canterbury Rd,1,u,S,Gary,6/08/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1649,7377,St Kilda,1002/6 St Kilda Rd,1,u,SP,hockingstuart,6/08/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1650,7378,St Kilda,303/115 Wellington St,3,u,S,Kay,6/08/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1651,7379,St Kilda,11/59 Carlisle St,2,u,SP,McGrath,7/05/2016,6.1,3182.0,,,,,,,,-37.8676,144.983,Southern Metropolitan,13240.0
1652,7381,St Kilda,9/13 Crimea St,1,u,S,Gary,7/05/2016,6.1,3182.0,,,,,,,,-37.8586,144.988,Southern Metropolitan,13240.0
1653,7383,St Kilda,1/7 Robertson Av,2,u,PI,Jellis,7/05/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1654,7386,St Kilda,1/60 Blessington St,2,u,S,hockingstuart,7/11/2016,6.1,3182.0,,,,,,,,-37.8691,144.9835,Southern Metropolitan,13240.0
1655,7389,St Kilda,121/135 Inkerman St,2,u,SP,Gary,7/11/2016,6.1,3182.0,,,,,,,,-37.8651,144.9878,Southern Metropolitan,13240.0
1656,7390,St Kilda,4/46 Blessington St,2,u,S,Pride,8/10/2016,6.1,3182.0,,,,,,,,-37.8695,144.9825,Southern Metropolitan,13240.0
1657,7395,St Kilda,9 Cintra Av,3,h,S,Marshall,10/09/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1658,7406,St Kilda,5/12 St Leonards Av,2,u,VB,Wilson,11/02/2017,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1659,7413,St Kilda,3/7 Lambeth Pl,2,u,S,Buxton/Advantage,12/11/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1660,7415,St Kilda,3/10 Mitford St,2,u,PI,hockingstuart,12/11/2016,6.1,3182.0,,,,,,,,-37.871,144.9813,Southern Metropolitan,13240.0
1661,7421,St Kilda,3 Emilton Av,2,h,SP,Buxton,14/05/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1662,7423,St Kilda,8/25 Mitford St,2,u,S,McGrath,14/05/2016,6.1,3182.0,,,,,,,,-37.8723,144.9817,Southern Metropolitan,13240.0
1663,7427,St Kilda,2/12 Irymple Av,1,u,S,hockingstuart,15/10/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1664,7429,St Kilda,4/50 Dalgety St,1,u,S,McGrath,16/04/2016,6.1,3182.0,,,,,,,,-37.8592,144.981,Southern Metropolitan,13240.0
1665,7436,St Kilda,15 Dalgety La,2,h,S,Greg,18/03/2017,6.1,3182.0,,,,,,,,-37.8605,144.98,Southern Metropolitan,13240.0
1666,7442,St Kilda,60 Octavia St,3,h,S,Gary,18/03/2017,6.1,3182.0,,,,,,,,-37.858000000000004,144.9866,Southern Metropolitan,13240.0
1667,7445,St Kilda,74/604 St Kilda Rd,2,u,S,Greg,18/03/2017,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1668,7450,St Kilda,4/48 Dalgety St,1,u,S,Biggin,18/06/2016,6.1,3182.0,,,,,,,,-37.8594,144.9808,Southern Metropolitan,13240.0
1669,7452,St Kilda,9 Octavia St,2,h,VB,Whiting,18/06/2016,6.1,3182.0,,,,,,,,-37.858000000000004,144.9846,Southern Metropolitan,13240.0
1670,7454,St Kilda,104/30 The Esplanade,2,u,PI,Marshall,18/06/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1671,7460,St Kilda,6/26 Charnwood Cr,2,u,SP,Biggin,19/11/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1672,7463,St Kilda,7/128 Inkerman St,1,u,S,hockingstuart,22/05/2016,6.1,3182.0,,,,,,,,-37.8648,144.9881,Southern Metropolitan,13240.0
1673,7464,St Kilda,30 Neptune St,3,h,PI,Wilson,22/05/2016,6.1,3182.0,,,,,,,,-37.8627,144.9792,Southern Metropolitan,13240.0
1674,7469,St Kilda,3/48 Dalgety St,2,u,S,McGrath,24/09/2016,6.1,3182.0,,,,,,,,-37.8594,144.9808,Southern Metropolitan,13240.0
1675,7471,St Kilda,104 Inkerman St,4,h,S,Jellis,24/09/2016,6.1,3182.0,,,,,,,,-37.8646,144.9866,Southern Metropolitan,13240.0
1676,7481,St Kilda,4/328 Dandenong Rd,2,u,PI,McGrath,26/07/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1677,7482,St Kilda,229/135 Inkerman St,2,u,VB,Gary,26/07/2016,6.1,3182.0,,,,,,,,-37.8651,144.9878,Southern Metropolitan,13240.0
1678,7488,St Kilda,12/45 Chapel St,2,u,S,Gary,27/11/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1679,7489,St Kilda,8/2 Emilton Av,1,u,S,Morleys,27/11/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1680,7490,St Kilda,23/116 Inkerman St,1,u,PI,Whiting,27/11/2016,6.1,3182.0,,,,,,,,-37.8646,144.9871,Southern Metropolitan,13240.0
1681,7491,St Kilda,4/22 Inkerman St,1,u,VB,Woodards,27/11/2016,6.1,3182.0,,,,,,,,-37.864000000000004,144.9826,Southern Metropolitan,13240.0
1682,7493,St Kilda,4/25 Octavia St,2,u,S,Meadows,27/11/2016,6.1,3182.0,,,,,,,,-37.8581,144.9854,Southern Metropolitan,13240.0
1683,7501,St Kilda,6/22 Charnwood Cr,2,u,VB,Hodges,28/05/2016,6.1,3182.0,,,,,,,,,,Southern Metropolitan,13240.0
1684,7502,St Kilda,1/43 Dalgety St,1,u,S,hockingstuart,28/05/2016,6.1,3182.0,,,,,,,,-37.8595,144.9812,Southern Metropolitan,13240.0
1685,7512,Strathmore,82 Strathnaver Av,4,h,S,Frank,3/09/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1686,7513,Strathmore,5 Wallace Cr,4,h,S,Nelson,3/09/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1687,7515,Strathmore,24 Balmoral Av,4,h,SP,Rendina,4/02/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1688,7516,Strathmore,9/2 North Av,2,u,S,Nelson,6/08/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1689,7518,Strathmore,14 Bournian Av,4,h,S,Nelson,7/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1690,7521,Strathmore,3 Madel Av,3,h,S,Paul,7/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1691,7523,Strathmore,4/6 Fenacre St,3,t,PI,Considine,7/11/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1692,7525,Strathmore,43 Streldon Av,4,h,S,Considine,10/09/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1693,7527,Strathmore,12 Columban Av,4,h,S,Nelson,10/12/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1694,7528,Strathmore,3/15 Esmale St,3,u,S,Barry,10/12/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1695,7530,Strathmore,1 Melissa St,5,h,S,Nelson,10/12/2016,9.7,3041.0,,,,,,,,-37.7312,144.9181,Western Metropolitan,3284.0
1696,7534,Strathmore,27 Dublin Av,4,h,PI,McDonald,12/11/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1697,7536,Strathmore,122 Woodland St,2,h,S,McDonald,12/11/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1698,7537,Strathmore,40 Windsor Av,3,h,VB,Allan,14/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1699,7538,Strathmore,44b Woodland St,2,h,S,Paul,14/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1700,7541,Strathmore,26 Wallace Cr,3,h,S,Frank,15/10/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1701,7545,Strathmore,2 Columban Av,3,h,S,Nelson,16/07/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1702,7553,Strathmore,1/2 Roland Av,3,t,PI,Brad,18/06/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1703,7554,Strathmore,21 Strathnaver Av,4,h,S,Frank,18/06/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1704,7555,Strathmore,2D Progress St,4,t,S,Nelson,19/11/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1705,7558,Strathmore,10 Madel Av,4,h,S,Considine,22/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1706,7559,Strathmore,36 Roland Av,2,h,S,Considine,22/08/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1707,7567,Strathmore,68 Kernan St,4,h,PI,Considine,27/06/2016,9.7,3041.0,,,,,,,,-37.7361,144.9129,Western Metropolitan,3284.0
1708,7570,Strathmore,22 Lamart St,4,h,S,Rendina,28/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1709,7571,Strathmore,243 Mascoma St,3,t,PI,Considine,28/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1710,7572,Strathmore,353a Mascoma St,3,u,VB,Paul,28/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1711,7573,Strathmore,9 North Av,4,h,S,Considine,28/05/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1712,7574,Strathmore,1 Balmoral Av,4,h,SP,Considine,28/08/2016,9.7,3041.0,,,,,,,,,,Western Metropolitan,3284.0
1713,7578,Sunshine,5 Leith Av,3,h,PI,GL,3/09/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1714,7591,Sunshine,143b Cornwall Rd,2,h,SP,Douglas,4/06/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1715,7604,Sunshine,3 Alexandra Av,4,h,S,Barry,10/12/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1716,7607,Sunshine,1/11 Kinnane Cr,3,t,SP,Barry,12/11/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1717,7611,Sunshine,2/140 Morris St,2,u,S,Jas,14/05/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1718,7621,Sunshine,3/2 Alexandra Av,2,u,SP,Jas,16/07/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1719,7638,Sunshine,7 Alexandra Av,3,h,S,Barry,19/11/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1720,7639,Sunshine,22 Andrew St,4,h,PI,Douglas,19/11/2016,12.6,3020.0,,,,,,,,-37.7806,144.8413,Western Metropolitan,3755.0
1721,7648,Sunshine,14a Staughton St,2,u,S,Sweeney,22/05/2016,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1722,7654,Sunshine,41 Sun Cr,3,h,S,Crane,25/02/2017,12.6,3020.0,,,,,,,,,,Western Metropolitan,3755.0
1723,7670,Sunshine North,27 Bangerang Av,3,h,PI,Douglas,3/09/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1724,7673,Sunshine North,13 Troon Cr,3,h,SP,Douglas,4/03/2017,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1725,7676,Sunshine North,68 Sandford Av,3,h,PI,Douglas,4/06/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1726,7678,Sunshine North,36 Buckley Av,3,h,S,Sweeney,6/08/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1727,7684,Sunshine North,36 Cooke Av,3,h,PI,Barry,7/11/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1728,7689,Sunshine North,2/17 Camperdown Av,3,t,PI,Biggin,10/09/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1729,7690,Sunshine North,1/13 Edna St,3,h,PI,Douglas,10/12/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1730,7697,Sunshine North,23 Sandford Av,4,h,PI,Douglas,11/03/2017,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1731,7703,Sunshine North,2/4 Bradman St,3,u,PI,Barry,14/05/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1732,7711,Sunshine North,32 Barwon Av,3,h,S,Douglas,18/03/2017,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1733,7715,Sunshine North,62 Dunkeld Av,3,h,S,Douglas,18/06/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1734,7717,Sunshine North,32 Troon Cr,5,h,S,Douglas,19/11/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1735,7719,Sunshine North,29 Cranbourne Av,3,h,S,Barry,22/05/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1736,7723,Sunshine North,86 Sandford Av,3,h,S,Sweeney,22/08/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1737,7724,Sunshine North,22 Lurg Av,3,h,S,Barry,24/09/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1738,7727,Sunshine North,31 Buckley Av,3,h,PI,FN,26/07/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1739,7730,Sunshine North,23 Baynton Av,3,h,PI,Sweeney,27/11/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1740,7731,Sunshine North,11 Godfrey Av,4,h,S,Melbourne,28/05/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1741,7733,Sunshine North,1 Ford Av,3,h,S,Barry,28/08/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1742,7735,Sunshine North,2/15 Phoenix St,3,u,S,Douglas,28/08/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1743,7737,Sunshine North,3/21 Suffolk Rd,3,t,SP,Barry,30/07/2016,13.3,3020.0,,,,,,,,,,Western Metropolitan,4217.0
1744,7738,Sunshine West,36 Lachlan Rd,4,h,S,Sweeney,3/09/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1745,7742,Sunshine West,22 McCoubrie Av,3,h,S,Barry,3/12/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1746,7745,Sunshine West,3 Evelyn Cr,3,h,S,Greg,7/05/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1747,7747,Sunshine West,19 Valentine Cr,3,h,S,Barry,7/05/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1748,7750,Sunshine West,59 Felstead Av,3,h,S,Bells,7/11/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1749,7752,Sunshine West,19 Yaralla Cr,3,h,S,Sweeney,7/11/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1750,7753,Sunshine West,27 Diosma Av,3,h,S,Barry,8/10/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1751,7755,Sunshine West,1 Howitt Cr,3,h,S,Douglas,10/09/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1752,7759,Sunshine West,92 Whitesides Av,3,h,S,Douglas,10/12/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1753,7760,Sunshine West,25 Rautman Cr,3,h,S,Barry,11/03/2017,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1754,7768,Sunshine West,3 Wendy Wy,4,h,S,Bells,14/05/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1755,7771,Sunshine West,68 Lachlan Rd,3,h,PI,Barry,16/04/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1756,7772,Sunshine West,1 Larool Cr,3,h,S,Barry,16/04/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1757,7774,Sunshine West,2/66 Talintyre Rd,2,u,PI,Douglas,16/04/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1758,7782,Sunshine West,16A Sunrise Dr,3,t,S,Sweeney,18/03/2017,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1759,7786,Sunshine West,89 Whitesides Av,3,h,S,Barry,18/06/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1760,7788,Sunshine West,32 Buckingham Cr,4,h,S,Barry,22/08/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1761,7793,Sunshine West,15a Link Rd,3,h,SP,Barry,24/09/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1762,7794,Sunshine West,2/13 Mayne St,2,u,S,hockingstuart,24/09/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1763,7801,Sunshine West,2 Marchant Cr,3,h,VB,Barry,27/06/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1764,7810,Sunshine West,18 Rautman Cr,3,h,SP,Calder,28/05/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1765,7812,Sunshine West,1/4 Lachlan Rd,2,u,PI,Barry,28/08/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1766,7814,Sunshine West,3/13 Mayne St,2,u,SP,Jas,28/08/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1767,7815,Sunshine West,1/66 Talintyre Rd,3,u,S,Melbourne,28/08/2016,13.5,3020.0,,,,,,,,,,Western Metropolitan,6763.0
1768,7821,Surrey Hills,28 Guildford Rd,3,h,S,Noel,3/09/2016,11.2,3127.0,3.0,1.0,2.0,843.0,,,Boroondara,-37.821999999999996,145.0897,Southern Metropolitan,5457.0
1769,7838,Surrey Hills,1/1 Thornton Av,3,t,S,Fletchers,7/11/2016,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1770,7843,Surrey Hills,1/130 Windsor Cr,2,t,S,Noel,8/10/2016,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1771,7855,Surrey Hills,3 Varzin Av,4,h,VB,Marshall,12/11/2016,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1772,7858,Surrey Hills,3b Langford St,4,t,S,Hamilton,14/05/2016,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1773,7868,Surrey Hills,2/11 Blackburn St,2,u,S,Fletchers,17/09/2016,11.2,3127.0,2.0,1.0,2.0,165.0,,1970.0,Boroondara,-37.821999999999996,145.0989,Southern Metropolitan,5457.0
1774,7873,Surrey Hills,3/251 Elgar Rd,3,t,VB,hockingstuart,18/03/2017,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1775,7874,Surrey Hills,2/30 Langford St,3,t,S,Harcourts,18/03/2017,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1776,7878,Surrey Hills,8 Rose Av,4,h,S,Marshall,19/11/2016,11.2,3127.0,,,,,,,,,,Southern Metropolitan,5457.0
1777,7915,Templestowe Lower,1/11 Pentlowe Av,4,t,S,Jellis,4/03/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1778,7918,Templestowe Lower,19/246 High St,3,t,S,Jellis,4/06/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1779,7920,Templestowe Lower,5 Laloma Ct,4,h,VB,Jellis,4/06/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1780,7923,Templestowe Lower,271 High St,4,h,SP,Jellis,7/05/2016,13.8,3107.0,4.0,2.0,2.0,420.0,255.0,2013.0,Manningham,-37.766999999999996,145.119,Eastern Metropolitan,5420.0
1781,7925,Templestowe Lower,30 Chatsworth Qd,3,h,S,Philip,8/10/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1782,7932,Templestowe Lower,55 Chatsworth Qd,2,t,S,Philip,11/02/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1783,7936,Templestowe Lower,13 Alburnum Cr,3,h,S,Fletchers,13/08/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1784,7937,Templestowe Lower,53 Eucalypt Av,4,h,S,Barry,13/08/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1785,7940,Templestowe Lower,17 Gidgee Av,4,h,S,Ray,16/04/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1786,7942,Templestowe Lower,17 Andromeda Wy,4,h,PI,Jellis,16/07/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1787,7943,Templestowe Lower,3/8 Balmoral Av,3,h,S,Barry,17/09/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1788,7945,Templestowe Lower,7 Eric Av,4,h,S,Jellis,18/03/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1789,7946,Templestowe Lower,13/246 High St,3,u,S,Philip,18/03/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1790,7953,Templestowe Lower,3 Buller Tce,3,h,S,Philip,19/11/2016,13.8,3107.0,3.0,2.0,2.0,875.0,123.0,1970.0,Manningham,-37.766999999999996,145.1097,Eastern Metropolitan,5420.0
1791,7954,Templestowe Lower,6 Jacana Av,3,h,SP,Parkes,19/11/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1792,7957,Templestowe Lower,40 Mincha Av,5,h,S,Barry,22/05/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1793,7959,Templestowe Lower,22 Fairbank Cr,4,h,PI,hockingstuart,22/08/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1794,7962,Templestowe Lower,26/246 High St,3,u,SP,Ray,24/09/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1795,7964,Templestowe Lower,1/339 High St,4,h,S,Lindellas,25/02/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1796,7966,Templestowe Lower,4 Lowan Av,3,h,S,Barry,25/02/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1797,7967,Templestowe Lower,2/257 Thompsons Rd,4,h,VB,Lindellas,25/02/2017,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1798,7970,Templestowe Lower,17 Fairbank Cr,4,h,PI,Barry,27/06/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1799,7977,Templestowe Lower,5 Fairbank Cr,5,h,S,Barry,27/11/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1800,7979,Templestowe Lower,3/246 High St,3,u,S,Fletchers,27/11/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1801,7980,Templestowe Lower,331a High St,4,h,S,hockingstuart,27/11/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1802,7984,Templestowe Lower,73 Chalon Av,5,h,PI,Barry,28/05/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1803,7988,Templestowe Lower,34 Linton Av,4,h,PI,Barry,28/05/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1804,7990,Templestowe Lower,49 Feathertop Av,6,h,S,Jellis,28/08/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1805,7991,Templestowe Lower,33 Lowan Av,4,h,S,Barry,28/08/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1806,7993,Templestowe Lower,37 Eric Av,4,h,PI,Barry,30/07/2016,13.8,3107.0,,,,,,,,,,Eastern Metropolitan,5420.0
1807,7996,Thornbury,13b Hammond St,3,h,S,McGrath,3/12/2016,6.5,3071.0,,,,,,,,,,Northern Metropolitan,8870.0
1808,8000,Thornbury,4/37 Woolton Av,2,u,S,Barry,3/12/2016,6.5,3071.0,,,,,,,,,,Northern Metropolitan,8870.0
1809,8002,Thornbury,9 Normanby Av,5,h,S,Nelson,4/02/2016,6.5,3071.0,,,,,,,,,,Northern Metropolitan,8870.0
1810,8003,Thornbury,5/66 Collins St,2,t,PI,Ray,4/03/2017,6.5,3071.0,,,,,,,,,,Northern Metropolitan,8870.0
1811,8010,Thornbury,2/110 Normanby Av,2,u,S,Nelson,7/11/2016,6.5,3071.0,,,,,,,,,,Northern Metropolitan,8870.0
1812,8011,Thornbury,9/32 Clarendon St,2,u,S,Love,8/10/2016,6.5,3071.0,,,,,,,,,,Northern Metropolitan,8870.0
